transaction_id,transaction_date,transaction_time,transaction_amount,transaction_type,payment_method,merchant_category,merchant_name,customer_id,customer_age,customer_gender,city,state,device_type,bank_name,transaction_status,failure_reason,year,month,month_name,day,day_name,week,quarter,hour,is_weekend,transaction_success_flag,amount_bucket,year_month
TXN112873,2024-02-24,14:32:32,1410.54,P2P,UPI QR,P2P,Individual Transfer,CUST01326,39,Female,Bangalore,Karnataka,Android,Jio Payments Bank,Success,N/A,2024,2,February,24,Saturday,8,1,14,1,1,High,2024-02
TXN293723,2023-10-03,13:33:03,629.39,Entertainment,UPI ID,Entertainment,BookMyShow,CUST07538,41,Male,Hyderabad,Telangana,Android,Bank Of Baroda,Success,N/A,2023,10,October,3,Tuesday,40,4,13,0,1,Medium,2023-10
TXN523785,2024-06-01,12:24:10,3809.73,Shopping,UPI QR,Shopping,Flipkart,CUST01644,42,Female,Mumbai,Maharashtra,Ios,Hdfc Bank,Success,N/A,2024,6,June,1,Saturday,22,2,12,1,1,High,2024-06
TXN639274,2023-04-28,08:31:58,201.17,Food,UPI Lite,Food,Domino's,CUST05674,22,Male,Delhi,Delhi,Android,Kotak Bank,Failed,Bank Server Down,2023,4,April,28,Friday,17,2,8,0,0,Medium,2023-04
TXN895900,2023-07-25,03:57:59,248.7,Food,UPI ID,Food,McDonald's,CUST02598,51,Female,Pune,Maharashtra,Ios,Sbi,Success,N/A,2023,7,July,25,Tuesday,30,3,3,0,1,Medium,2023-07
TXN951978,2024-01-04,13:18:48,858.98,Travel,UPI Lite,Travel,Ola,CUST06950,38,Male,Chennai,Tamil Nadu,Ios,Bank Of Baroda,Success,N/A,2024,1,January,4,Thursday,1,1,13,0,1,Medium,2024-01
TXN970796,2024-03-02,19:28:40,739.62,Bill Payment,UPI ID,Bill Payment,Jio,CUST01591,34,Male,Mumbai,Maharashtra,Ios,Indusind Bank,Success,N/A,2024,3,March,2,Saturday,9,1,19,1,1,Medium,2024-03
TXN242567,2024-06-30,08:49:30,683.99,Utilities,Mobile Number,Utilities,Internet Provider,CUST02906,44,Male,Kolkata,West Bengal,Android,Icici Bank,Success,N/A,2024,6,June,30,Sunday,26,2,8,1,1,Medium,2024-06
TXN413844,2023-02-17,09:54:32,705.16,Bill Payment,UPI ID,Bill Payment,Jio,CUST00391,49,Male,Patna,Bihar,Android,Icici Bank,Success,N/A,2023,2,February,17,Friday,7,1,9,0,1,Medium,2023-02
TXN765095,2024-03-08,13:43:06,531.8,Entertainment,UPI QR,Entertainment,Hotstar,CUST04021,34,Male,Bhopal,Madhya Pradesh,Ios,Axis Bank,Success,N/A,2024,3,March,8,Friday,10,1,13,0,1,Medium,2024-03
TXN986023,2023-05-29,17:20:01,2853.97,Travel,Mobile Number,Travel,MakeMyTrip,CUST07966,19,Male,Mumbai,Maharashtra,Ios,Indusind Bank,Success,N/A,2023,5,May,29,Monday,22,2,17,0,1,High,2023-05
TXN106771,2023-11-25,15:04:52,366.87,Food,UPI ID,Food,Domino's,CUST04761,54,Female,Mumbai,Maharashtra,Android,Paytm Payments Bank,Success,N/A,2023,11,November,25,Saturday,47,4,15,1,1,Medium,2023-11
TXN171887,2023-02-11,06:55:17,145.41,Utilities,Mobile Number,Utilities,Gas Agency,CUST01878,51,Female,Patna,Bihar,Android,Axis Bank,Success,N/A,2023,2,February,11,Saturday,6,1,6,1,1,Low,2023-02
TXN284751,2024-01-21,13:20:29,188.39,Recharge,UPI QR,Recharge,Jio,CUST00229,22,Male,Delhi,Delhi,Ios,Bank Of Baroda,Failed,Insufficient Balance,2024,1,January,21,Sunday,3,1,13,1,0,Low,2024-01
TXN123071,2024-04-23,15:51:57,200.18,Food,Mobile Number,Food,Cafe Coffee Day,CUST04372,25,Male,Patna,Bihar,Android,Canara Bank,Success,N/A,2024,4,April,23,Tuesday,17,2,15,0,1,Medium,2024-04
TXN339727,2023-05-07,16:10:06,2779.72,Travel,UPI,Travel,OYO,CUST00019,37,Male,Nagpur,Maharashtra,Android,Bank Of Baroda,Success,N/A,2023,5,May,7,Sunday,18,2,16,1,1,High,2023-05
TXN810958,2023-12-26,09:08:23,431.76,Recharge,UPI QR,Recharge,Vi,CUST05022,45,Female,Lucknow,Uttar Pradesh,Android,Paytm Payments Bank,Failed,VPA Not Found,2023,12,December,26,Tuesday,52,4,9,0,0,Medium,2023-12
TXN765694,2024-01-13,12:40:07,331.45,Food,UPI ID,Food,Cafe Coffee Day,CUST05517,45,Female,Mumbai,Maharashtra,Android,Paytm Payments Bank,Success,N/A,2024,1,January,13,Saturday,2,1,12,1,1,Medium,2024-01
TXN311814,2024-04-30,09:34:54,393.04,Entertainment,UPI QR,Entertainment,PVR Cinemas,CUST07596,54,Female,Jaipur,Rajasthan,Android,Paytm Payments Bank,Success,N/A,2024,4,April,30,Tuesday,18,2,9,0,1,Medium,2024-04
TXN846157,2024-01-27,12:58:46,506.65,Food,UPI QR,Food,Cafe Coffee Day,CUST02738,56,Male,Chandigarh,Punjab,Ios,Yes Bank,Success,N/A,2024,1,January,27,Saturday,4,1,12,1,1,Medium,2024-01
TXN755289,2024-01-29,15:55:28,2189.82,P2P,UPI QR,P2P,Individual Transfer,CUST00127,55,Male,Bhopal,Madhya Pradesh,Android,Sbi,Success,N/A,2024,1,January,29,Monday,5,1,15,0,1,High,2024-01
TXN530089,2023-07-04,15:09:47,704.7,Bill Payment,UPI QR,Bill Payment,Airtel,CUST04661,44,Male,Mumbai,Maharashtra,Ios,Icici Bank,Success,N/A,2023,7,July,4,Tuesday,27,3,15,0,1,Medium,2023-07
TXN319205,2023-03-27,18:47:01,521.33,Utilities,UPI Lite,Utilities,Internet Provider,CUST01694,47,Male,Delhi,Delhi,Ios,Punjab National Bank,Success,N/A,2023,3,March,27,Monday,13,1,18,0,1,Medium,2023-03
TXN110846,2024-05-23,09:47:03,2718.77,Shopping,UPI ID,Shopping,Nykaa,CUST00933,51,Female,Delhi,Delhi,Android,Sbi,Success,N/A,2024,5,May,23,Thursday,21,2,9,0,1,High,2024-05
TXN153702,2023-10-28,11:45:07,6100.68,Shopping,UPI ID,Shopping,Meesho,CUST04869,27,Female,Delhi,Delhi,Android,Hdfc Bank,Success,N/A,2023,10,October,28,Saturday,43,4,11,1,1,Very High,2023-10
TXN467161,2023-01-08,16:21:52,308.94,Food,Mobile Number,Food,Swiggy,CUST04234,22,Male,Hyderabad,Telangana,Android,Hdfc Bank,Success,N/A,2023,1,January,8,Sunday,1,1,16,1,1,Medium,2023-01
TXN833003,2024-05-31,18:18:31,4736.35,Travel,Mobile Number,Travel,OYO,CUST06005,38,Male,Nagpur,Maharashtra,Android,Punjab National Bank,Success,N/A,2024,5,May,31,Friday,22,2,18,0,1,High,2024-05
TXN880443,2023-08-26,07:50:16,810.72,Bill Payment,UPI QR,Bill Payment,Jio,CUST01003,31,Male,Bangalore,Karnataka,Android,Canara Bank,Success,N/A,2023,8,August,26,Saturday,34,3,7,1,1,Medium,2023-08
TXN616923,2023-03-05,11:46:44,878.51,Entertainment,UPI QR,Entertainment,Hotstar,CUST01825,43,Male,Indore,Madhya Pradesh,Android,Yes Bank,Success,N/A,2023,3,March,5,Sunday,9,1,11,1,1,Medium,2023-03
TXN405884,2023-07-30,13:28:29,471.82,Food,UPI QR,Food,Zomato,CUST03876,24,Female,Pune,Maharashtra,Android,Sbi,Success,N/A,2023,7,July,30,Sunday,30,3,13,1,1,Medium,2023-07
TXN442423,2023-12-06,08:59:25,1251.47,Shopping,UPI Lite,Shopping,Flipkart,CUST05399,62,Male,Delhi,Delhi,Ios,Jio Payments Bank,Failed,Insufficient Balance,2023,12,December,6,Wednesday,49,4,8,0,0,High,2023-12
TXN129279,2023-10-17,12:53:35,2092.68,P2P,UPI ID,P2P,Individual Transfer,CUST05575,58,Male,Delhi,Delhi,Ios,Sbi,Pending,N/A,2023,10,October,17,Tuesday,42,4,12,0,0,High,2023-10
TXN739971,2023-08-22,12:54:40,315.16,Food,UPI QR,Food,McDonald's,CUST01547,35,Male,Ahmedabad,Gujarat,Ios,Sbi,Success,N/A,2023,8,August,22,Tuesday,34,3,12,0,1,Medium,2023-08
TXN350360,2024-04-05,10:58:13,1028.03,P2P,UPI QR,P2P,Individual Transfer,CUST06419,47,Male,Kolkata,West Bengal,Ios,Sbi,Success,N/A,2024,4,April,5,Friday,14,2,10,0,1,High,2024-04
TXN786083,2023-07-25,18:50:49,375.54,Food,UPI QR,Food,Domino's,CUST03900,48,Female,Delhi,Delhi,Android,Bank Of Baroda,Success,N/A,2023,7,July,25,Tuesday,30,3,18,0,1,Medium,2023-07
TXN130369,2023-08-07,03:23:40,3512.24,Travel,Mobile Number,Travel,IRCTC,CUST04149,27,Female,Bhopal,Madhya Pradesh,Android,Hdfc Bank,Success,N/A,2023,8,August,7,Monday,32,3,3,0,1,High,2023-08
TXN522081,2023-02-25,10:13:57,882.63,Utilities,UPI QR,Utilities,Internet Provider,CUST03199,22,Male,Delhi,Delhi,Android,Hdfc Bank,Success,N/A,2023,2,February,25,Saturday,8,1,10,1,1,Medium,2023-02
TXN908457,2023-04-06,08:51:05,583.87,Utilities,UPI QR,Utilities,DTH Provider,CUST01591,34,Male,Bangalore,Karnataka,Android,Indusind Bank,Success,N/A,2023,4,April,6,Thursday,14,2,8,0,1,Medium,2023-04
TXN685129,2024-02-27,04:11:07,421.87,Food,UPI Lite,Food,Swiggy,CUST06842,20,Male,Delhi,Delhi,Ios,Jio Payments Bank,Success,N/A,2024,2,February,27,Tuesday,9,1,4,0,1,Medium,2024-02
TXN472049,2023-04-17,18:36:00,191.9,Recharge,UPI,Recharge,BSNL,CUST06873,51,Female,Mumbai,Maharashtra,Ios,Jio Payments Bank,Success,N/A,2023,4,April,17,Monday,16,2,18,0,1,Low,2023-04
TXN655338,2024-06-19,08:28:43,8002.41,Travel,UPI Lite,Travel,IRCTC,CUST02506,49,Male,Bangalore,Karnataka,Android,Bank Of Baroda,Success,N/A,2024,6,June,19,Wednesday,25,2,8,0,1,Very High,2024-06
TXN740380,2023-11-30,16:04:50,458.37,Shopping,Mobile Number,Shopping,Nykaa,CUST04104,27,Female,Hyderabad,Telangana,Android,Axis Bank,Success,N/A,2023,11,November,30,Thursday,48,4,16,0,1,Medium,2023-11
TXN406903,2024-05-26,10:14:40,1109.79,Shopping,Mobile Number,Shopping,Nykaa,CUST06707,20,Male,Chennai,Tamil Nadu,Android,Punjab National Bank,Success,N/A,2024,5,May,26,Sunday,21,2,10,1,1,High,2024-05
TXN923218,2024-03-27,19:07:03,821.99,Utilities,UPI ID,Utilities,Water Board,CUST06674,32,Male,Delhi,Delhi,Ios,Bank Of Baroda,Success,N/A,2024,3,March,27,Wednesday,13,1,19,0,1,Medium,2024-03
TXN989857,2024-03-05,18:56:43,3659.87,P2P,UPI QR,P2P,Individual Transfer,CUST01220,23,Male,Coimbatore,Tamil Nadu,Ios,Hdfc Bank,Success,N/A,2024,3,March,5,Tuesday,10,1,18,0,1,High,2024-03
TXN521856,2024-06-10,17:08:14,1259.19,Shopping,UPI QR,Shopping,Meesho,CUST04560,33,Female,Chennai,Tamil Nadu,Android,Bank Of Baroda,Success,N/A,2024,6,June,10,Monday,24,2,17,0,1,High,2024-06
TXN993507,2023-06-21,09:52:52,3699.76,Shopping,UPI ID,Shopping,Nykaa,CUST02249,62,Male,Kolkata,West Bengal,Android,Canara Bank,Success,N/A,2023,6,June,21,Wednesday,25,2,9,0,1,High,2023-06
TXN127734,2023-10-12,20:19:02,1926.14,Travel,UPI Lite,Travel,IRCTC,CUST04414,22,Male,Ahmedabad,Gujarat,Android,Axis Bank,Pending,N/A,2023,10,October,12,Thursday,41,4,20,0,0,High,2023-10
TXN188499,2023-07-19,19:41:01,175.06,Recharge,Mobile Number,Recharge,Vi,CUST01335,48,Female,Delhi,Delhi,Android,Yes Bank,Success,N/A,2023,7,July,19,Wednesday,29,3,19,0,1,Low,2023-07
TXN127816,2023-11-26,07:44:46,3210.33,Bill Payment,Mobile Number,Bill Payment,BSNL,CUST02006,44,Male,Chandigarh,Punjab,Ios,Punjab National Bank,Success,N/A,2023,11,November,26,Sunday,47,4,7,1,1,High,2023-11
TXN734881,2023-09-12,17:18:32,647.13,Food,UPI ID,Food,Domino's,CUST00791,44,Male,Pune,Maharashtra,Android,Yes Bank,Success,N/A,2023,9,September,12,Tuesday,37,3,17,0,1,Medium,2023-09
TXN924160,2023-09-01,18:07:54,449.35,Food,UPI ID,Food,BigBasket,CUST05348,56,Male,Mumbai,Maharashtra,Android,Yes Bank,Success,N/A,2023,9,September,1,Friday,35,3,18,0,1,Medium,2023-09
TXN303110,2023-06-24,20:18:18,5630.76,P2P,UPI ID,P2P,Individual Transfer,CUST07295,23,Male,Chandigarh,Punjab,Ios,Kotak Bank,Success,N/A,2023,6,June,24,Saturday,25,2,20,1,1,Very High,2023-06
TXN166344,2023-06-24,17:53:44,2785.19,Shopping,UPI QR,Shopping,Flipkart,CUST07914,57,Female,Kolkata,West Bengal,Ios,Sbi,Success,N/A,2023,6,June,24,Saturday,25,2,17,1,1,High,2023-06
TXN453834,2024-06-23,19:42:39,1566.46,Shopping,UPI ID,Shopping,Amazon,CUST01880,53,Male,Kochi,Kerala,Ios,Icici Bank,Success,N/A,2024,6,June,23,Sunday,25,2,19,1,1,High,2024-06
TXN519870,2023-12-31,18:46:13,237.39,Food,UPI,Food,Domino's,CUST03891,39,Female,Jaipur,Rajasthan,Android,Indusind Bank,Success,N/A,2023,12,December,31,Sunday,52,4,18,1,1,Medium,2023-12
TXN605217,2023-12-03,06:06:39,1156.97,Bill Payment,UPI ID,Bill Payment,BESCOM,CUST05513,41,Male,Lucknow,Uttar Pradesh,Android,Punjab National Bank,Failed,Network Error,2023,12,December,3,Sunday,48,4,6,1,0,High,2023-12
TXN788041,2023-03-16,20:43:13,103.84,Recharge,UPI QR,Recharge,Vi,CUST07070,23,Male,Surat,Gujarat,Android,Indusind Bank,Success,N/A,2023,3,March,16,Thursday,11,1,20,0,1,Low,2023-03
TXN789301,2023-04-12,19:09:55,1514.03,Utilities,UPI QR,Utilities,Water Board,CUST01017,45,Female,Hyderabad,Telangana,Ios,Punjab National Bank,Success,N/A,2023,4,April,12,Wednesday,15,2,19,0,1,High,2023-04
TXN880538,2023-12-13,21:00:39,474.47,Entertainment,Mobile Number,Entertainment,PVR Cinemas,CUST06376,49,Male,Indore,Madhya Pradesh,Android,Sbi,Failed,Insufficient Balance,2023,12,December,13,Wednesday,50,4,21,0,0,Medium,2023-12
TXN455538,2023-09-16,13:29:26,768.86,Bill Payment,UPI ID,Bill Payment,Airtel,CUST01394,62,Male,Bangalore,Karnataka,Android,Indusind Bank,Success,N/A,2023,9,September,16,Saturday,37,3,13,1,1,Medium,2023-09
TXN555440,2024-06-04,06:04:20,527.41,Entertainment,UPI QR,Entertainment,PVR Cinemas,CUST03508,61,Male,Indore,Madhya Pradesh,Android,Sbi,Success,N/A,2024,6,June,4,Tuesday,23,2,6,0,1,Medium,2024-06
TXN169598,2023-03-16,18:11:44,1272.36,P2P,UPI ID,P2P,Individual Transfer,CUST01165,58,Male,Hyderabad,Telangana,Android,Yes Bank,Success,N/A,2023,3,March,16,Thursday,11,1,18,0,1,High,2023-03
TXN617522,2023-07-10,23:33:37,658.45,Utilities,UPI ID,Utilities,Internet Provider,CUST07875,18,Female,Chennai,Tamil Nadu,Android,Indusind Bank,Success,N/A,2023,7,July,10,Monday,28,3,23,0,1,Medium,2023-07
TXN951292,2023-04-04,17:32:43,1597.3,Shopping,UPI Lite,Shopping,Meesho,CUST03478,31,Male,Kochi,Kerala,Ios,Bank Of Baroda,Success,N/A,2023,4,April,4,Tuesday,14,2,17,0,1,High,2023-04
TXN113670,2023-06-11,19:12:36,112.28,Food,UPI QR,Food,Swiggy,CUST01045,28,Male,Mumbai,Maharashtra,Android,Yes Bank,Success,N/A,2023,6,June,11,Sunday,23,2,19,1,1,Low,2023-06
TXN580058,2023-10-11,16:18:26,1247.27,Utilities,UPI,Utilities,Gas Agency,CUST05139,27,Female,Chandigarh,Punjab,Ios,Sbi,Failed,Bank Server Down,2023,10,October,11,Wednesday,41,4,16,0,0,High,2023-10
TXN439091,2024-01-17,18:23:11,2209.2,Shopping,UPI Lite,Shopping,Snapdeal,CUST01015,43,Male,Chandigarh,Punjab,Ios,Icici Bank,Success,N/A,2024,1,January,17,Wednesday,3,1,18,0,1,High,2024-01
TXN207691,2023-04-15,15:45:14,3106.49,Shopping,UPI,Shopping,Snapdeal,CUST04902,60,Female,Patna,Bihar,Ios,Axis Bank,Success,N/A,2023,4,April,15,Saturday,15,2,15,1,1,High,2023-04
TXN200646,2024-05-05,13:33:30,2497.26,Travel,UPI ID,Travel,OYO,CUST07147,55,Male,Bangalore,Karnataka,Android,Jio Payments Bank,Success,N/A,2024,5,May,5,Sunday,18,2,13,1,1,High,2024-05
TXN100830,2023-09-04,18:24:30,1134.2,P2P,Mobile Number,P2P,Individual Transfer,CUST03610,28,Male,Mumbai,Maharashtra,Android,Hdfc Bank,Success,N/A,2023,9,September,4,Monday,36,3,18,0,1,High,2023-09
TXN260449,2023-07-03,12:04:23,1349.22,P2P,UPI ID,P2P,Individual Transfer,CUST06474,57,Female,Pune,Maharashtra,Android,Paytm Payments Bank,Success,N/A,2023,7,July,3,Monday,27,3,12,0,1,High,2023-07
TXN986805,2023-05-08,13:01:07,336.22,Food,UPI QR,Food,Swiggy,CUST06791,59,Male,Kolkata,West Bengal,Android,Paytm Payments Bank,Pending,N/A,2023,5,May,8,Monday,19,2,13,0,0,Medium,2023-05
TXN584630,2024-05-18,12:44:37,385.85,Recharge,Mobile Number,Recharge,BSNL,CUST06581,29,Male,Jaipur,Rajasthan,Android,Axis Bank,Success,N/A,2024,5,May,18,Saturday,20,2,12,1,1,Medium,2024-05
TXN772063,2023-01-28,22:02:14,149.13,Food,UPI QR,Food,Cafe Coffee Day,CUST05575,58,Male,Mumbai,Maharashtra,Android,Canara Bank,Pending,N/A,2023,1,January,28,Saturday,4,1,22,1,0,Low,2023-01
TXN726672,2023-02-06,10:00:48,4256.53,Shopping,UPI QR,Shopping,Myntra,CUST02117,20,Male,Mumbai,Maharashtra,Android,Jio Payments Bank,Success,N/A,2023,2,February,6,Monday,6,1,10,0,1,High,2023-02
TXN916474,2023-02-26,13:39:36,291.05,Recharge,Mobile Number,Recharge,Vi,CUST05682,30,Female,Kolkata,West Bengal,Ios,Icici Bank,Failed,VPA Not Found,2023,2,February,26,Sunday,8,1,13,1,0,Medium,2023-02
TXN545348,2024-06-10,11:27:27,374.68,Recharge,UPI QR,Recharge,BSNL,CUST04799,47,Male,Chennai,Tamil Nadu,Android,Axis Bank,Success,N/A,2024,6,June,10,Monday,24,2,11,0,1,Medium,2024-06
TXN307264,2023-01-31,23:54:39,1843.94,Travel,UPI ID,Travel,MakeMyTrip,CUST05925,48,Female,Patna,Bihar,Android,Kotak Bank,Success,N/A,2023,1,January,31,Tuesday,5,1,23,0,1,High,2023-01
TXN430888,2023-08-27,14:59:41,218.13,Food,UPI Lite,Food,Swiggy,CUST00042,60,Female,Pune,Maharashtra,Android,Indusind Bank,Success,N/A,2023,8,August,27,Sunday,34,3,14,1,1,Medium,2023-08
TXN938530,2023-10-08,06:04:02,167.12,Food,UPI ID,Food,Domino's,CUST03928,31,Male,Hyderabad,Telangana,Android,Jio Payments Bank,Success,N/A,2023,10,October,8,Sunday,40,4,6,1,1,Low,2023-10
TXN785909,2023-08-29,21:53:49,1602.77,P2P,Mobile Number,P2P,Individual Transfer,CUST05740,43,Male,Delhi,Delhi,Android,Indusind Bank,Success,N/A,2023,8,August,29,Tuesday,35,3,21,0,1,High,2023-08
TXN738828,2023-07-30,23:11:45,1114.87,Shopping,UPI ID,Shopping,Flipkart,CUST06393,21,Female,Hyderabad,Telangana,Android,Punjab National Bank,Failed,Insufficient Balance,2023,7,July,30,Sunday,30,3,23,1,0,High,2023-07
TXN787463,2023-05-04,01:59:13,605.7,Food,UPI Lite,Food,McDonald's,CUST01235,38,Male,Jaipur,Rajasthan,Ios,Indusind Bank,Success,N/A,2023,5,May,4,Thursday,18,2,1,0,1,Medium,2023-05
TXN246827,2024-03-13,19:59:19,3966.22,Travel,UPI QR,Travel,IRCTC,CUST06583,31,Male,Pune,Maharashtra,Android,Kotak Bank,Success,N/A,2024,3,March,13,Wednesday,11,1,19,0,1,High,2024-03
TXN871598,2023-11-22,16:37:12,864.17,Utilities,Mobile Number,Utilities,Internet Provider,CUST04092,60,Female,Pune,Maharashtra,Android,Yes Bank,Success,N/A,2023,11,November,22,Wednesday,47,4,16,0,1,Medium,2023-11
TXN810814,2023-12-04,17:35:46,1199.92,Shopping,Mobile Number,Shopping,Meesho,CUST01504,37,Male,Kolkata,West Bengal,Ios,Hdfc Bank,Success,N/A,2023,12,December,4,Monday,49,4,17,0,1,High,2023-12
TXN806199,2023-06-15,10:05:06,841.6,Bill Payment,UPI QR,Bill Payment,Tata Power,CUST04317,60,Female,Hyderabad,Telangana,Android,Icici Bank,Success,N/A,2023,6,June,15,Thursday,24,2,10,0,1,Medium,2023-06
TXN463033,2024-02-03,18:26:53,1102.15,Bill Payment,UPI QR,Bill Payment,BSNL,CUST00761,59,Male,Pune,Maharashtra,Android,Canara Bank,Success,N/A,2024,2,February,3,Saturday,5,1,18,1,1,High,2024-02
TXN534616,2023-02-01,15:35:06,3401.86,Shopping,Mobile Number,Shopping,Meesho,CUST03981,39,Female,Surat,Gujarat,Ios,Kotak Bank,Failed,Network Error,2023,2,February,1,Wednesday,5,1,15,0,0,High,2023-02
TXN384869,2023-11-17,17:28:09,1342.72,Shopping,UPI QR,Shopping,Meesho,CUST05130,18,Female,Lucknow,Uttar Pradesh,Ios,Indusind Bank,Success,N/A,2023,11,November,17,Friday,46,4,17,0,1,High,2023-11
TXN365357,2023-06-23,21:57:27,2352.14,Shopping,UPI QR,Shopping,Nykaa,CUST05670,18,Female,Nagpur,Maharashtra,Android,Sbi,Success,N/A,2023,6,June,23,Friday,25,2,21,0,1,High,2023-06
TXN179733,2023-07-18,01:58:41,1500.11,Shopping,Mobile Number,Shopping,Flipkart,CUST00490,58,Male,Lucknow,Uttar Pradesh,Android,Indusind Bank,Failed,Transaction Timeout,2023,7,July,18,Tuesday,29,3,1,0,0,High,2023-07
TXN774942,2023-08-02,09:08:09,297.03,Food,UPI ID,Food,Swiggy,CUST00395,53,Male,Chennai,Tamil Nadu,Ios,Jio Payments Bank,Success,N/A,2023,8,August,2,Wednesday,31,3,9,0,1,Medium,2023-08
TXN727241,2023-05-15,08:30:30,1945.39,Travel,Mobile Number,Travel,MakeMyTrip,CUST03277,55,Male,Delhi,Delhi,Ios,Punjab National Bank,Success,N/A,2023,5,May,15,Monday,20,2,8,0,1,High,2023-05
TXN811775,2023-09-14,10:39:43,222.6,Food,Mobile Number,Food,BigBasket,CUST05339,47,Male,Surat,Gujarat,Ios,Axis Bank,Success,N/A,2023,9,September,14,Thursday,37,3,10,0,1,Medium,2023-09
TXN744145,2023-07-15,18:15:58,1286.04,Entertainment,UPI ID,Entertainment,Netflix,CUST02455,40,Male,Chandigarh,Punjab,Android,Paytm Payments Bank,Success,N/A,2023,7,July,15,Saturday,28,3,18,1,1,High,2023-07
TXN542187,2024-06-10,19:50:12,1826.64,Entertainment,UPI,Entertainment,PVR Cinemas,CUST05793,51,Female,Ahmedabad,Gujarat,Android,Canara Bank,Success,N/A,2024,6,June,10,Monday,24,2,19,0,1,High,2024-06
TXN276322,2024-02-05,13:06:24,2601.87,Shopping,Mobile Number,Shopping,Flipkart,CUST06572,20,Male,Lucknow,Uttar Pradesh,Android,Canara Bank,Success,N/A,2024,2,February,5,Monday,6,1,13,0,1,High,2024-02
TXN406631,2024-05-09,20:20:23,513.79,Food,UPI ID,Food,Swiggy,CUST02880,18,Female,Delhi,Delhi,Ios,Yes Bank,Failed,Invalid UPI PIN,2024,5,May,9,Thursday,19,2,20,0,0,Medium,2024-05
TXN421704,2024-05-18,05:20:50,1391.22,Bill Payment,UPI QR,Bill Payment,Airtel,CUST03144,57,Female,Pune,Maharashtra,Android,Yes Bank,Success,N/A,2024,5,May,18,Saturday,20,2,5,1,1,High,2024-05
TXN198032,2024-06-09,01:24:11,2223.57,Travel,UPI QR,Travel,IRCTC,CUST00753,51,Female,Ahmedabad,Gujarat,Android,Bank Of Baroda,Success,N/A,2024,6,June,9,Sunday,23,2,1,1,1,High,2024-06
TXN535725,2023-08-25,16:21:26,2333.45,Shopping,UPI QR,Shopping,Snapdeal,CUST04916,29,Male,Lucknow,Uttar Pradesh,Android,Punjab National Bank,Success,N/A,2023,8,August,25,Friday,34,3,16,0,1,High,2023-08
TXN972620,2023-06-13,08:43:32,4679.62,Travel,Mobile Number,Travel,Goibibo,CUST05899,22,Male,Chennai,Tamil Nadu,Android,Punjab National Bank,Success,N/A,2023,6,June,13,Tuesday,24,2,8,0,1,High,2023-06
TXN781490,2024-05-12,18:30:10,636.44,Entertainment,UPI QR,Entertainment,Netflix,CUST06287,50,Male,Nagpur,Maharashtra,Android,Paytm Payments Bank,Success,N/A,2024,5,May,12,Sunday,19,2,18,1,1,Medium,2024-05
TXN259733,2024-02-22,13:15:09,1881.24,Travel,UPI QR,Travel,Ola,CUST00431,44,Male,Ahmedabad,Gujarat,Ios,Kotak Bank,Failed,Invalid UPI PIN,2024,2,February,22,Thursday,8,1,13,0,0,High,2024-02
TXN904371,2023-12-26,14:17:28,3988.74,Bill Payment,UPI Lite,Bill Payment,BSNL,CUST01616,59,Male,Mumbai,Maharashtra,Ios,Hdfc Bank,Failed,Transaction Timeout,2023,12,December,26,Tuesday,52,4,14,0,0,High,2023-12
TXN188281,2024-04-29,15:18:53,3193.19,Shopping,UPI QR,Shopping,Flipkart,CUST01588,31,Male,Bangalore,Karnataka,Android,Jio Payments Bank,Success,N/A,2024,4,April,29,Monday,18,2,15,0,1,High,2024-04
TXN938215,2023-03-23,07:29:08,1535.89,P2P,UPI QR,P2P,Individual Transfer,CUST06906,39,Female,Bangalore,Karnataka,Android,Icici Bank,Success,N/A,2023,3,March,23,Thursday,12,1,7,0,1,High,2023-03
TXN309919,2023-10-16,20:57:59,7787.66,Shopping,Mobile Number,Shopping,Meesho,CUST06186,39,Female,Hyderabad,Telangana,Android,Punjab National Bank,Success,N/A,2023,10,October,16,Monday,42,4,20,0,1,Very High,2023-10
TXN705866,2024-01-04,10:33:48,260.75,Recharge,UPI QR,Recharge,Airtel,CUST01004,40,Male,Mumbai,Maharashtra,Android,Hdfc Bank,Failed,Insufficient Balance,2024,1,January,4,Thursday,1,1,10,0,0,Medium,2024-01
TXN995068,2023-02-01,19:44:10,493.79,Food,UPI ID,Food,McDonald's,CUST04470,33,Female,Delhi,Delhi,Ios,Punjab National Bank,Success,N/A,2023,2,February,1,Wednesday,5,1,19,0,1,Medium,2023-02
TXN345159,2023-02-14,14:28:53,941.73,Bill Payment,UPI ID,Bill Payment,BSNL,CUST03468,21,Female,Pune,Maharashtra,Android,Yes Bank,Failed,Bank Server Down,2023,2,February,14,Tuesday,7,1,14,0,0,Medium,2023-02
TXN240822,2023-02-07,19:39:20,4106.6,Utilities,UPI QR,Utilities,DTH Provider,CUST05502,30,Female,Bangalore,Karnataka,Android,Sbi,Success,N/A,2023,2,February,7,Tuesday,6,1,19,0,1,High,2023-02
TXN273834,2023-06-11,16:25:32,753.12,Recharge,UPI ID,Recharge,Jio,CUST04620,48,Female,Delhi,Delhi,Android,Yes Bank,Success,N/A,2023,6,June,11,Sunday,23,2,16,1,1,Medium,2023-06
